	GCA_002918395	GCF_000409485	GCF_001500285	GSE85906_GcC1	GSE85906_OnM2	bgh_dh14_v4	bgt_96224_GCA_000418435	botrytis_cinerea_b05_GCF_000143535	erysiphe_necator_GCA_000798715	marssonina_brunnea_fsp_MBm1_GCF_000298775	oidiodendron_maius_GCA_000827325	phialocephala_subalpina_GCA_900073065	pseudogymnoascus_destructans_20631_GCF_000184105	res	rhynchosporium_commune_GCA_900074885	sclerotinia_sclerotium_1980_GCF_000146945
OG0026910											KIM95535.1					
OG0026911											KIM95554.1					
OG0026912											KIM95556.1					
OG0026913											KIM95558.1					
OG0026914											KIM95561.1					
OG0026915											KIM95568.1					
OG0026916											KIM95569.1					
OG0026917											KIM95573.1					
OG0026918											KIM95575.1					
OG0026919											KIM95585.1					
OG0026920											KIM95588.1					
OG0026921											KIM95592.1					
OG0026922											KIM95593.1					
OG0026923											KIM95600.1					
OG0026924											KIM95601.1					
OG0026925											KIM95602.1					
OG0026926											KIM95603.1					
OG0026927											KIM95621.1					
OG0026928											KIM95623.1					
OG0026929											KIM95628.1					
OG0026930											KIM95644.1					
OG0026931											KIM95646.1					
OG0026932											KIM95659.1					
OG0026933											KIM95664.1					
OG0026934											KIM95676.1					
OG0026935											KIM95687.1					
OG0026936											KIM95690.1					
OG0026937											KIM95705.1					
OG0026938											KIM95710.1					
OG0026939											KIM95715.1					
OG0026940											KIM95716.1					
OG0026941											KIM95721.1					
OG0026942											KIM95736.1					
OG0026943											KIM95738.1					
OG0026944											KIM95741.1					
OG0026945											KIM95743.1					
OG0026946											KIM95750.1					
OG0026947											KIM95755.1					
OG0026948											KIM95757.1					
OG0026949											KIM95761.1					
OG0026950											KIM95765.1					
OG0026951											KIM95767.1					
OG0026952											KIM95777.1					
OG0026953											KIM95784.1					
OG0026954											KIM95787.1					
OG0026955											KIM95795.1					
OG0026956											KIM95806.1					
OG0026957											KIM95816.1					
OG0026958											KIM95820.1					
OG0026959											KIM95821.1					
OG0026960											KIM95837.1					
OG0026961											KIM95841.1					
OG0026962											KIM95846.1					
OG0026963											KIM95848.1					
OG0026964											KIM95861.1					
OG0026965											KIM95866.1					
OG0026966											KIM95867.1					
OG0026967											KIM95905.1					
OG0026968											KIM95907.1					
OG0026969											KIM95937.1					
OG0026970											KIM95992.1					
OG0026971											KIM96008.1					
OG0026972											KIM96011.1					
OG0026973											KIM96013.1					
OG0026974											KIM96015.1					
OG0026975											KIM96020.1					
OG0026976											KIM96026.1					
OG0026977											KIM96027.1					
OG0026978											KIM96033.1					
OG0026979											KIM96034.1					
OG0026980											KIM96037.1					
OG0026981											KIM96040.1					
OG0026982											KIM96051.1					
OG0026983											KIM96059.1					
OG0026984											KIM96066.1					
OG0026985											KIM96068.1					
OG0026986											KIM96071.1					
OG0026987											KIM96075.1					
OG0026988											KIM96076.1					
OG0026989											KIM96077.1					
OG0026990											KIM96081.1					
OG0026991											KIM96084.1					
OG0026992											KIM96085.1					
OG0026993											KIM96089.1					
OG0026994											KIM96090.1					
OG0026995											KIM96104.1					
OG0026996											KIM96112.1					
OG0026997											KIM96131.1					
OG0026998											KIM96134.1					
OG0026999											KIM96150.1					
OG0027000											KIM96151.1					
OG0027001											KIM96156.1					
OG0027002											KIM96185.1					
OG0027003											KIM96193.1					
OG0027004											KIM96199.1					
OG0027005											KIM96202.1					
OG0027006											KIM96206.1					
OG0027007											KIM96208.1					
OG0027008											KIM96214.1					
OG0027009											KIM96221.1					
OG0027010											KIM96229.1					
OG0027011											KIM96231.1					
OG0027012											KIM96234.1					
OG0027013											KIM96240.1					
OG0027014											KIM96247.1					
OG0027015											KIM96250.1					
OG0027016											KIM96254.1					
OG0027017											KIM96255.1					
OG0027018											KIM96259.1					
OG0027019											KIM96263.1					
OG0027020											KIM96266.1					
OG0027021											KIM96270.1					
OG0027022											KIM96271.1					
OG0027023											KIM96278.1					
OG0027024											KIM96280.1					
OG0027025											KIM96295.1					
OG0027026											KIM96302.1					
OG0027027											KIM96304.1					
OG0027028											KIM96306.1					
OG0027029											KIM96310.1					
OG0027030											KIM96321.1					
OG0027031											KIM96332.1					
OG0027032											KIM96333.1					
OG0027033											KIM96334.1					
OG0027034											KIM96336.1					
OG0027035											KIM96339.1					
OG0027036											KIM96340.1					
OG0027037											KIM96342.1					
OG0027038											KIM96359.1					
OG0027039											KIM96360.1					
OG0027040											KIM96364.1					
OG0027041											KIM96372.1					
OG0027042											KIM96379.1					
OG0027043											KIM96382.1					
OG0027044											KIM96390.1					
OG0027045											KIM96400.1					
OG0027046											KIM96401.1					
OG0027047											KIM96403.1					
OG0027048											KIM96420.1					
OG0027049											KIM96427.1					
OG0027050											KIM96442.1					
OG0027051											KIM96444.1					
OG0027052											KIM96448.1					
OG0027053											KIM96450.1					
OG0027054											KIM96451.1					
OG0027055											KIM96452.1					
OG0027056											KIM96463.1					
OG0027057											KIM96475.1					
OG0027058											KIM96491.1					
OG0027059											KIM96510.1					
OG0027060											KIM96521.1					
OG0027061											KIM96526.1					
OG0027062											KIM96534.1					
OG0027063											KIM96536.1					
OG0027064											KIM96546.1					
OG0027065											KIM96547.1					
OG0027066											KIM96548.1					
OG0027067											KIM96551.1					
OG0027068											KIM96557.1					
OG0027069											KIM96562.1					
OG0027070											KIM96567.1					
OG0027071											KIM96571.1					
OG0027072											KIM96572.1					
OG0027073											KIM96573.1					
OG0027074											KIM96578.1					
OG0027075											KIM96579.1					
OG0027076											KIM96583.1					
OG0027077											KIM96591.1					
OG0027078											KIM96600.1					
OG0027079											KIM96601.1					
OG0027080											KIM96605.1					
OG0027081											KIM96608.1					
OG0027082											KIM96609.1					
OG0027083											KIM96615.1					
OG0027084											KIM96622.1					
OG0027085											KIM96623.1					
OG0027086											KIM96624.1					
OG0027087											KIM96631.1					
OG0027088											KIM96633.1					
OG0027089											KIM96634.1					
OG0027090											KIM96637.1					
OG0027091											KIM96641.1					
OG0027092											KIM96642.1					
OG0027093											KIM96647.1					
OG0027094											KIM96655.1					
OG0027095											KIM96656.1					
OG0027096											KIM96660.1					
OG0027097											KIM96661.1					
OG0027098											KIM96669.1					
OG0027099											KIM96672.1					
OG0027100											KIM96676.1					
OG0027101											KIM96680.1					
OG0027102											KIM96681.1					
OG0027103											KIM96687.1					
OG0027104											KIM96688.1					
OG0027105											KIM96692.1					
OG0027106											KIM96695.1					
OG0027107											KIM96699.1					
OG0027108											KIM96700.1					
OG0027109											KIM96719.1					
OG0027110											KIM96720.1					
OG0027111											KIM96726.1					
OG0027112											KIM96732.1					
OG0027113											KIM96742.1					
OG0027114											KIM96745.1					
OG0027115											KIM96748.1					
OG0027116											KIM96751.1					
OG0027117											KIM96772.1					
OG0027118											KIM96773.1					
OG0027119											KIM96779.1					
OG0027120											KIM96793.1					
OG0027121											KIM96795.1					
OG0027122											KIM96799.1					
OG0027123											KIM96803.1					
OG0027124											KIM96804.1					
OG0027125											KIM96805.1					
OG0027126											KIM96807.1					
OG0027127											KIM96810.1					
OG0027128											KIM96811.1					
OG0027129											KIM96818.1					
OG0027130											KIM96821.1					
OG0027131											KIM96828.1					
OG0027132											KIM96831.1					
OG0027133											KIM96832.1					
OG0027134											KIM96833.1					
OG0027135											KIM96852.1					
OG0027136											KIM96860.1					
OG0027137											KIM96863.1					
OG0027138											KIM96875.1					
OG0027139											KIM96884.1					
OG0027140											KIM96887.1					
OG0027141											KIM96888.1					
OG0027142											KIM96891.1					
OG0027143											KIM96899.1					
OG0027144											KIM96906.1					
OG0027145											KIM96918.1					
OG0027146											KIM96919.1					
OG0027147											KIM96921.1					
OG0027148											KIM96923.1					
OG0027149											KIM96933.1					
OG0027150											KIM96934.1					
OG0027151											KIM96941.1					
OG0027152											KIM96954.1					
OG0027153											KIM96965.1					
OG0027154											KIM96969.1					
OG0027155											KIM96978.1					
OG0027156											KIM96983.1					
OG0027157											KIM96988.1					
OG0027158											KIM96991.1					
OG0027159											KIM96999.1					
OG0027160											KIM97005.1					
OG0027161											KIM97006.1					
OG0027162											KIM97011.1					
OG0027163											KIM97026.1					
OG0027164											KIM97032.1					
OG0027165											KIM97042.1					
OG0027166											KIM97052.1					
OG0027167											KIM97053.1					
OG0027168											KIM97061.1					
OG0027169											KIM97064.1					
OG0027170											KIM97067.1					
OG0027171											KIM97070.1					
OG0027172											KIM97072.1					
OG0027173											KIM97077.1					
OG0027174											KIM97080.1					
OG0027175											KIM97088.1					
OG0027176											KIM97092.1					
OG0027177											KIM97094.1					
OG0027178											KIM97101.1					
OG0027179											KIM97106.1					
OG0027180											KIM97111.1					
OG0027181											KIM97116.1					
OG0027182											KIM97127.1					
OG0027183											KIM97136.1					
OG0027184											KIM97154.1					
OG0027185											KIM97160.1					
OG0027186											KIM97167.1					
OG0027187											KIM97169.1					
OG0027188											KIM97171.1					
OG0027189											KIM97174.1					
OG0027190											KIM97176.1					
OG0027191											KIM97183.1					
OG0027192											KIM97188.1					
OG0027193											KIM97203.1					
OG0027194											KIM97207.1					
OG0027195											KIM97209.1					
OG0027196											KIM97210.1					
OG0027197											KIM97211.1					
OG0027198											KIM97213.1					
OG0027199											KIM97216.1					
OG0027200											KIM97217.1					
OG0027201											KIM97222.1					
OG0027202											KIM97225.1					
OG0027203											KIM97229.1					
OG0027204											KIM97231.1					
OG0027205											KIM97236.1					
OG0027206											KIM97237.1					
OG0027207											KIM97245.1					
OG0027208											KIM97248.1					
OG0027209											KIM97251.1					
OG0027210											KIM97254.1					
OG0027211											KIM97272.1					
OG0027212											KIM97276.1					
OG0027213											KIM97283.1					
OG0027214											KIM97300.1					
OG0027215											KIM97305.1					
OG0027216											KIM97306.1					
OG0027217											KIM97307.1					
OG0027218											KIM97308.1					
OG0027219											KIM97309.1					
OG0027220											KIM97312.1					
OG0027221											KIM97313.1					
OG0027222											KIM97315.1					
OG0027223											KIM97317.1					
OG0027224											KIM97319.1					
OG0027225											KIM97320.1					
OG0027226											KIM97323.1					
OG0027227											KIM97329.1					
OG0027228											KIM97343.1					
OG0027229											KIM97344.1					
OG0027230											KIM97351.1					
OG0027231											KIM97361.1					
OG0027232											KIM97362.1					
OG0027233											KIM97368.1					
OG0027234											KIM97371.1					
OG0027235											KIM97374.1					
OG0027236											KIM97382.1					
OG0027237											KIM97387.1					
OG0027238											KIM97399.1					
OG0027239											KIM97410.1					
OG0027240											KIM97420.1					
OG0027241											KIM97429.1					
OG0027242											KIM97437.1					
OG0027243											KIM97438.1					
OG0027244											KIM97442.1					
OG0027245											KIM97443.1					
OG0027246											KIM97459.1					
OG0027247											KIM97460.1					
OG0027248											KIM97469.1					
OG0027249											KIM97471.1					
OG0027250											KIM97474.1					
OG0027251											KIM97477.1					
OG0027252											KIM97478.1					
OG0027253											KIM97480.1					
OG0027254											KIM97494.1					
OG0027255											KIM97506.1					
OG0027256											KIM97519.1					
OG0027257											KIM97522.1					
OG0027258											KIM97537.1					
OG0027259											KIM97539.1					
OG0027260											KIM97541.1					
OG0027261											KIM97554.1					
OG0027262											KIM97557.1					
OG0027263											KIM97560.1					
OG0027264											KIM97562.1					
OG0027265											KIM97570.1					
OG0027266											KIM97572.1					
OG0027267											KIM97574.1					
OG0027268											KIM97586.1					
OG0027269											KIM97587.1					
OG0027270											KIM97598.1					
OG0027271											KIM97600.1					
OG0027272											KIM97601.1					
OG0027273											KIM97602.1					
OG0027274											KIM97604.1					
OG0027275											KIM97609.1					
OG0027276											KIM97614.1					
OG0027277											KIM97615.1					
OG0027278											KIM97616.1					
OG0027279											KIM97621.1					
OG0027280											KIM97622.1					
OG0027281											KIM97629.1					
OG0027282											KIM97649.1					
OG0027283											KIM97652.1					
OG0027284											KIM97670.1					
OG0027285											KIM97680.1					
OG0027286											KIM97685.1					
OG0027287											KIM97690.1					
OG0027288											KIM97712.1					
OG0027289											KIM97715.1					
OG0027290											KIM97734.1					
OG0027291											KIM97739.1					
OG0027292											KIM97741.1					
OG0027293											KIM97773.1					
OG0027294											KIM97784.1					
OG0027295											KIM97797.1					
OG0027296											KIM97818.1					
OG0027297											KIM97821.1					
OG0027298											KIM97834.1					
OG0027299											KIM97859.1					
OG0027300											KIM97860.1					
OG0027301											KIM97868.1					
OG0027302											KIM97869.1					
OG0027303											KIM97871.1					
OG0027304											KIM97896.1					
OG0027305											KIM97913.1					
OG0027306											KIM97916.1					
OG0027307											KIM97929.1					
OG0027308											KIM97991.1					
OG0027309											KIM98016.1					
OG0027310											KIM98025.1					
OG0027311											KIM98042.1					
OG0027312											KIM98043.1					
OG0027313											KIM98045.1					
OG0027314											KIM98056.1					
OG0027315											KIM98066.1					
OG0027316											KIM98074.1					
OG0027317											KIM98097.1					
OG0027318											KIM98103.1					
OG0027319											KIM98108.1					
OG0027320											KIM98109.1					
OG0027321											KIM98114.1					
OG0027322											KIM98116.1					
OG0027323											KIM98118.1					
OG0027324											KIM98129.1					
OG0027325											KIM98144.1					
OG0027326											KIM98158.1					
OG0027327											KIM98161.1					
OG0027328											KIM98164.1					
OG0027329											KIM98167.1					
OG0027330											KIM98169.1					
OG0027331											KIM98176.1					
OG0027332											KIM98184.1					
OG0027333											KIM98199.1					
OG0027334											KIM98208.1					
OG0027335											KIM98209.1					
OG0027336											KIM98212.1					
OG0027337											KIM98230.1					
OG0027338											KIM98251.1					
OG0027339											KIM98252.1					
OG0027340											KIM98260.1					
OG0027341											KIM98271.1					
OG0027342											KIM98272.1					
OG0027343											KIM98273.1					
OG0027344											KIM98274.1					
OG0027345											KIM98277.1					
OG0027346											KIM98289.1					
OG0027347											KIM98301.1					
OG0027348											KIM98302.1					
OG0027349											KIM98303.1					
OG0027350											KIM98310.1					
OG0027351											KIM98311.1					
OG0027352											KIM98322.1					
OG0027353											KIM98325.1					
OG0027354											KIM98331.1					
OG0027355											KIM98341.1					
OG0027356											KIM98342.1					
OG0027357											KIM98347.1					
OG0027358											KIM98353.1					
OG0027359											KIM98371.1					
OG0027360											KIM98376.1					
OG0027361											KIM98384.1					
OG0027362											KIM98399.1					
OG0027363											KIM98400.1					
OG0027364											KIM98407.1					
OG0027365											KIM98419.1					
OG0027366											KIM98423.1					
OG0027367											KIM98429.1					
OG0027368											KIM98436.1					
OG0027369											KIM98440.1					
OG0027370											KIM98455.1					
OG0027371											KIM98468.1					
OG0027372											KIM98469.1					
OG0027373											KIM98470.1					
OG0027374											KIM98471.1					
OG0027375											KIM98472.1					
OG0027376											KIM98473.1					
OG0027377											KIM98477.1					
OG0027378											KIM98482.1					
OG0027379											KIM98493.1					
OG0027380											KIM98494.1					
OG0027381											KIM98501.1					
OG0027382											KIM98504.1					
OG0027383											KIM98509.1					
OG0027384											KIM98510.1					
OG0027385											KIM98512.1					
OG0027386											KIM98522.1					
OG0027387											KIM98523.1					
OG0027388											KIM98532.1					
OG0027389											KIM98540.1					
OG0027390											KIM98544.1					
OG0027391											KIM98545.1					
OG0027392											KIM98546.1					
OG0027393											KIM98550.1					
OG0027394											KIM98551.1					
OG0027395											KIM98555.1					
OG0027396											KIM98568.1					
OG0027397											KIM98574.1					
OG0027398											KIM98575.1					
OG0027399											KIM98576.1					
OG0027400											KIM98579.1					
OG0027401											KIM98580.1					
OG0027402											KIM98581.1					
OG0027403											KIM98585.1					
OG0027404											KIM98587.1					
OG0027405											KIM98603.1					
OG0027406											KIM98610.1					
OG0027407											KIM98637.1					
OG0027408											KIM98640.1					
OG0027409											KIM98650.1					
OG0027410											KIM98654.1					
OG0027411											KIM98666.1					
OG0027412											KIM98671.1					
OG0027413											KIM98674.1					
OG0027414											KIM98679.1					
OG0027415											KIM98686.1					
OG0027416											KIM98689.1					
OG0027417											KIM98690.1					
OG0027418											KIM98697.1					
OG0027419											KIM98700.1					
OG0027420											KIM98701.1					
OG0027421											KIM98716.1					
OG0027422											KIM98722.1					
OG0027423											KIM98723.1					
OG0027424											KIM98754.1					
OG0027425											KIM98760.1					
OG0027426											KIM98770.1					
OG0027427											KIM98772.1					
OG0027428											KIM98774.1					
OG0027429											KIM98780.1					
OG0027430											KIM98782.1					
OG0027431											KIM98783.1					
OG0027432											KIM98786.1					
OG0027433											KIM98795.1					
OG0027434											KIM98798.1					
OG0027435											KIM98799.1					
OG0027436											KIM98809.1					
OG0027437											KIM98818.1					
OG0027438											KIM98831.1					
OG0027439											KIM98840.1					
OG0027440											KIM98863.1					
OG0027441											KIM98901.1					
OG0027442											KIM98903.1					
OG0027443											KIM98905.1					
OG0027444											KIM98917.1					
OG0027445											KIM98928.1					
OG0027446											KIM98941.1					
OG0027447											KIM98946.1					
OG0027448											KIM98953.1					
OG0027449											KIM98956.1					
OG0027450											KIM98965.1					
OG0027451											KIM98966.1					
OG0027452											KIM98967.1					
OG0027453											KIM98981.1					
OG0027454											KIM99029.1					
OG0027455											KIM99034.1					
OG0027456											KIM99045.1					
OG0027457											KIM99046.1					
OG0027458											KIM99049.1					
OG0027459											KIM99064.1					
OG0027460											KIM99080.1					
OG0027461											KIM99083.1					
OG0027462											KIM99109.1					
OG0027463											KIM99110.1					
OG0027464											KIM99111.1					
OG0027465											KIM99119.1					
OG0027466											KIM99120.1					
OG0027467											KIM99121.1					
OG0027468											KIM99122.1					
OG0027469											KIM99124.1					
OG0027470											KIM99125.1					
OG0027471											KIM99126.1					
OG0027472											KIM99129.1					
OG0027473											KIM99131.1					
OG0027474											KIM99133.1					
OG0027475											KIM99135.1					
OG0027476											KIM99143.1					
OG0027477											KIM99154.1					
OG0027478											KIM99157.1					
OG0027479											KIM99164.1					
OG0027480											KIM99169.1					
OG0027481											KIM99182.1					
OG0027482											KIM99191.1					
OG0027483											KIM99201.1					
OG0027484											KIM99210.1					
OG0027485											KIM99214.1					
OG0027486											KIM99218.1					
OG0027487											KIM99227.1					
OG0027488											KIM99228.1					
OG0027489											KIM99233.1					
OG0027490											KIM99238.1					
OG0027491											KIM99240.1					
OG0027492											KIM99243.1					
OG0027493											KIM99248.1					
OG0027494											KIM99249.1					
OG0027495											KIM99251.1					
OG0027496											KIM99257.1					
OG0027497											KIM99268.1					
OG0027498											KIM99270.1					
OG0027499											KIM99271.1					
OG0027500											KIM99281.1					
OG0027501											KIM99284.1					
OG0027502											KIM99286.1					
OG0027503											KIM99291.1					
OG0027504											KIM99296.1					
OG0027505											KIM99302.1					
OG0027506											KIM99305.1					
OG0027507											KIM99307.1					
OG0027508											KIM99311.1					
OG0027509											KIM99314.1					
OG0027510											KIM99315.1					
OG0027511											KIM99321.1					
OG0027512											KIM99344.1					
OG0027513											KIM99348.1					
OG0027514											KIM99351.1					
OG0027515											KIM99362.1					
OG0027516											KIM99366.1					
OG0027517											KIM99371.1					
OG0027518											KIM99379.1					
OG0027519											KIM99386.1					
OG0027520											KIM99387.1					
OG0027521											KIM99403.1					
OG0027522											KIM99409.1					
OG0027523											KIM99410.1					
OG0027524											KIM99411.1					
OG0027525											KIM99415.1					
OG0027526											KIM99434.1					
OG0027527											KIM99435.1					
OG0027528											KIM99439.1					
OG0027529											KIM99449.1					
OG0027530											KIM99450.1					
OG0027531											KIM99451.1					
OG0027532											KIM99453.1					
OG0027533											KIM99483.1					
OG0027534											KIM99487.1					
OG0027535											KIM99494.1					
OG0027536											KIM99499.1					
OG0027537											KIM99504.1					
OG0027538											KIM99507.1					
OG0027539											KIM99527.1					
OG0027540											KIM99535.1					
OG0027541											KIM99542.1					
OG0027542											KIM99563.1					
OG0027543											KIM99564.1					
OG0027544											KIM99571.1					
OG0027545											KIM99586.1					
OG0027546											KIM99596.1					
OG0027547											KIM99622.1					
OG0027548											KIM99637.1					
OG0027549											KIM99641.1					
OG0027550											KIM99645.1					
OG0027551											KIM99661.1					
OG0027552											KIM99668.1					
OG0027553											KIM99673.1					
OG0027554											KIM99675.1					
OG0027555											KIM99679.1					
OG0027556											KIM99683.1					
OG0027557											KIM99685.1					
OG0027558											KIM99688.1					
OG0027559											KIM99694.1					
OG0027560											KIM99697.1					
OG0027561											KIM99718.1					
OG0027562											KIM99727.1					
OG0027563											KIM99740.1					
OG0027564											KIM99746.1					
OG0027565											KIM99755.1					
OG0027566											KIM99757.1					
OG0027567											KIM99761.1					
OG0027568											KIM99763.1					
OG0027569											KIM99773.1					
OG0027570											KIM99781.1					
OG0027571											KIM99797.1					
OG0027572											KIM99809.1					
OG0027573											KIM99812.1					
OG0027574											KIM99813.1					
OG0027575											KIM99816.1					
OG0027576											KIM99819.1					
OG0027577											KIM99825.1					
OG0027578											KIM99827.1					
OG0027579											KIM99829.1					
OG0027580											KIM99833.1					
OG0027581											KIM99837.1					
OG0027582											KIM99841.1					
OG0027583											KIM99854.1					
OG0027584											KIM99875.1					
OG0027585											KIM99877.1					
OG0027586											KIM99878.1					
OG0027587											KIM99879.1					
OG0027588											KIM99888.1					
OG0027589											KIM99890.1					
OG0027590											KIM99891.1					
OG0027591											KIM99895.1					
OG0027592											KIM99901.1					
OG0027593											KIM99904.1					
OG0027594											KIM99907.1					
OG0027595											KIM99909.1					
OG0027596											KIM99910.1					
OG0027597											KIM99911.1					
OG0027598											KIM99926.1					
OG0027599											KIM99932.1					
OG0027600											KIM99933.1					
OG0027601											KIM99934.1					
OG0027602											KIM99942.1					
OG0027603											KIM99970.1					
OG0027604											KIN00001.1					
OG0027605											KIN00008.1					
OG0027606											KIN00009.1					
OG0027607											KIN00019.1					
OG0027608											KIN00060.1					
OG0027609											KIN00063.1					
OG0027610											KIN00064.1					
OG0027611											KIN00082.1					
OG0027612											KIN00083.1					
OG0027613											KIN00084.1					
OG0027614											KIN00086.1					
OG0027615											KIN00094.1					
OG0027616											KIN00095.1					
OG0027617											KIN00099.1					
OG0027618											KIN00104.1					
OG0027619											KIN00111.1					
OG0027620											KIN00113.1					
OG0027621											KIN00118.1					
OG0027622											KIN00127.1					
OG0027623											KIN00131.1					
OG0027624											KIN00134.1					
OG0027625											KIN00166.1					
OG0027626											KIN00167.1					
OG0027627											KIN00168.1					
OG0027628											KIN00197.1					
OG0027629											KIN00199.1					
OG0027630											KIN00214.1					
OG0027631											KIN00220.1					
OG0027632											KIN00249.1					
OG0027633											KIN00281.1					
OG0027634											KIN00286.1					
OG0027635											KIN00294.1					
OG0027636											KIN00314.1					
OG0027637											KIN00335.1					
OG0027638											KIN00336.1					
OG0027639											KIN00338.1					
OG0027640											KIN00339.1					
OG0027641											KIN00340.1					
OG0027642											KIN00352.1					
OG0027643											KIN00384.1					
OG0027644											KIN00388.1					
OG0027645											KIN00409.1					
OG0027646											KIN00431.1					
OG0027647											KIN00439.1					
OG0027648											KIN00448.1					
OG0027649											KIN00449.1					
OG0027650											KIN00460.1					
OG0027651											KIN00468.1					
OG0027652											KIN00484.1					
OG0027653											KIN00497.1					
OG0027654											KIN00500.1					
OG0027655											KIN00504.1					
OG0027656											KIN00505.1					
OG0027657											KIN00507.1					
OG0027658											KIN00511.1					
OG0027659											KIN00521.1					
OG0027660											KIN00522.1					
OG0027661											KIN00537.1					
OG0027662											KIN00543.1					
OG0027663											KIN00564.1					
OG0027664											KIN00574.1					
OG0027665											KIN00588.1					
OG0027666											KIN00602.1					
OG0027667											KIN00604.1					
OG0027668											KIN00605.1					
OG0027669											KIN00614.1					
OG0027670											KIN00618.1					
OG0027671											KIN00619.1					
OG0027672											KIN00635.1					
OG0027673											KIN00639.1					
OG0027674											KIN00641.1					
OG0027675											KIN00649.1					
OG0027676											KIN00654.1					
OG0027677											KIN00655.1					
OG0027678											KIN00660.1					
OG0027679											KIN00662.1					
OG0027680											KIN00664.1					
OG0027681											KIN00675.1					
OG0027682											KIN00681.1					
OG0027683											KIN00682.1					
OG0027684											KIN00687.1					
OG0027685											KIN00690.1					
OG0027686											KIN00691.1					
OG0027687											KIN00718.1					
OG0027688											KIN00719.1					
OG0027689											KIN00721.1					
OG0027690											KIN00729.1					
OG0027691											KIN00744.1					
OG0027692											KIN00751.1					
OG0027693											KIN00758.1					
OG0027694											KIN00776.1					
OG0027695											KIN00785.1					
OG0027696											KIN00786.1					
OG0027697											KIN00793.1					
OG0027698											KIN00796.1					
OG0027699											KIN00800.1					
OG0027700											KIN00805.1					
OG0027701											KIN00814.1					
OG0027702											KIN00879.1					
OG0027703											KIN00880.1					
OG0027704											KIN00881.1					
OG0027705											KIN00902.1					
OG0027706											KIN00903.1					
OG0027707											KIN00911.1					
OG0027708											KIN00916.1					
OG0027709											KIN00932.1					
OG0027710											KIN00935.1					
OG0027711											KIN00943.1					
OG0027712											KIN00944.1					
OG0027713											KIN00974.1					
OG0027714											KIN00989.1					
OG0027715											KIN00992.1					
OG0027716											KIN00996.1					
OG0027717											KIN01034.1					
OG0027718											KIN01036.1					
OG0027719											KIN01043.1					
OG0027720											KIN01053.1					
OG0027721											KIN01060.1					
OG0027722											KIN01083.1					
OG0027723											KIN01088.1					
OG0027724											KIN01090.1					
OG0027725											KIN01126.1					
OG0027726											KIN01146.1					
OG0027727											KIN01147.1					
OG0027728											KIN01187.1					
OG0027729											KIN01193.1					
OG0027730											KIN01194.1					
OG0027731											KIN01197.1					
OG0027732											KIN01216.1					
OG0027733											KIN01235.1					
OG0027734											KIN01260.1					
OG0027735											KIN01297.1					
OG0027736											KIN01319.1					
OG0027737											KIN01322.1					
OG0027738											KIN01340.1					
OG0027739											KIN01349.1					
OG0027740											KIN01351.1					
OG0027741											KIN01361.1					
OG0027742											KIN01364.1					
OG0027743											KIN01376.1					
OG0027744											KIN01377.1					
OG0027745											KIN01386.1					
OG0027746											KIN01402.1					
OG0027747											KIN01406.1					
OG0027748											KIN01410.1					
OG0027749											KIN01415.1					
OG0027750											KIN01416.1					
OG0027751											KIN01440.1					
OG0027752											KIN01442.1					
OG0027753											KIN01448.1					
OG0027754											KIN01455.1					
OG0027755											KIN01461.1					
OG0027756											KIN01504.1					
OG0027757											KIN01507.1					
OG0027758											KIN01510.1					
OG0027759											KIN01542.1					
OG0027760											KIN01548.1					
OG0027761											KIN01568.1					
OG0027762											KIN01578.1					
OG0027763											KIN01588.1					
OG0027764											KIN01607.1					
OG0027765											KIN01608.1					
OG0027766											KIN01609.1					
OG0027767											KIN01612.1					
OG0027768											KIN01613.1					
OG0027769											KIN01623.1					
OG0027770											KIN01626.1					
OG0027771											KIN01627.1					
OG0027772											KIN01629.1					
OG0027773											KIN01660.1					
OG0027774											KIN01661.1					
OG0027775											KIN01669.1					
OG0027776											KIN01684.1					
OG0027777											KIN01691.1					
OG0027778											KIN01714.1					
OG0027779											KIN01727.1					
OG0027780											KIN01728.1					
OG0027781											KIN01737.1					
OG0027782											KIN01738.1					
OG0027783											KIN01751.1					
OG0027784											KIN01756.1					
OG0027785											KIN01759.1					
OG0027786											KIN01784.1					
OG0027787											KIN01804.1					
OG0027788											KIN01817.1					
OG0027789											KIN01824.1					
OG0027790											KIN01837.1					
OG0027791											KIN01855.1					
OG0027792											KIN01867.1					
OG0027793											KIN01890.1					
OG0027794											KIN01892.1					
OG0027795											KIN01902.1					
OG0027796											KIN01932.1					
OG0027797											KIN01948.1					
OG0027798											KIN02022.1					
OG0027799											KIN02039.1					
OG0027800											KIN02047.1					
OG0027801											KIN02058.1					
OG0027802											KIN02082.1					
OG0027803											KIN02109.1					
OG0027804											KIN02124.1					
OG0027805											KIN02129.1					
OG0027806											KIN02143.1					
OG0027807											KIN02144.1					
OG0027808											KIN02159.1					
OG0027809											KIN02161.1					
OG0027810											KIN02177.1					
OG0027811											KIN02188.1					
OG0027812											KIN02189.1					
OG0027813											KIN02200.1					
OG0027814											KIN02201.1					
OG0027815											KIN02203.1					
OG0027816											KIN02204.1					
OG0027817											KIN02205.1					
OG0027818											KIN02207.1					
OG0027819											KIN02231.1					
OG0027820											KIN02250.1					
OG0027821											KIN02267.1					
OG0027822											KIN02280.1					
OG0027823											KIN02281.1					
OG0027824											KIN02296.1					
OG0027825											KIN02304.1					
OG0027826											KIN02315.1					
