contig	window_start	window_end	window_size	total_bases_mapped	read_depth
NODE_44_length_270593_cov_31.953435	255000	256000	1000	223625	224
NODE_44_length_270593_cov_31.953435	256000	257000	1000	197945	198
NODE_44_length_270593_cov_31.953435	257000	258000	1000	196407	196
NODE_44_length_270593_cov_31.953435	258000	259000	1000	461084	461
NODE_44_length_270593_cov_31.953435	259000	260000	1000	200740	201
NODE_44_length_270593_cov_31.953435	260000	261000	1000	217234	217
NODE_44_length_270593_cov_31.953435	261000	262000	1000	227455	227
NODE_44_length_270593_cov_31.953435	262000	263000	1000	227867	228
NODE_44_length_270593_cov_31.953435	263000	264000	1000	204954	205
NODE_44_length_270593_cov_31.953435	264000	265000	1000	199700	200
NODE_44_length_270593_cov_31.953435	265000	266000	1000	208188	208
NODE_44_length_270593_cov_31.953435	266000	267000	1000	205636	206
NODE_44_length_270593_cov_31.953435	267000	268000	1000	211002	211
NODE_44_length_270593_cov_31.953435	268000	269000	1000	205291	205
NODE_44_length_270593_cov_31.953435	269000	270000	1000	196930	197
NODE_44_length_270593_cov_31.953435	270000	270593	593	112392	190
NODE_450_length_49689_cov_31.336319	0	1000	1000	466129	466
NODE_450_length_49689_cov_31.336319	1000	2000	1000	450692	451
NODE_450_length_49689_cov_31.336319	2000	3000	1000	360079	360
NODE_450_length_49689_cov_31.336319	3000	4000	1000	203033	203
NODE_450_length_49689_cov_31.336319	4000	5000	1000	216023	216
NODE_450_length_49689_cov_31.336319	5000	6000	1000	205135	205
NODE_450_length_49689_cov_31.336319	6000	7000	1000	209667	210
NODE_450_length_49689_cov_31.336319	7000	8000	1000	208778	209
NODE_450_length_49689_cov_31.336319	8000	9000	1000	207833	208
NODE_450_length_49689_cov_31.336319	9000	10000	1000	197589	198
NODE_450_length_49689_cov_31.336319	10000	11000	1000	214212	214
NODE_450_length_49689_cov_31.336319	11000	12000	1000	214854	215
NODE_450_length_49689_cov_31.336319	12000	13000	1000	213721	214
NODE_450_length_49689_cov_31.336319	13000	14000	1000	212082	212
NODE_450_length_49689_cov_31.336319	14000	15000	1000	217084	217
NODE_450_length_49689_cov_31.336319	15000	16000	1000	211274	211
NODE_450_length_49689_cov_31.336319	16000	17000	1000	197992	198
NODE_450_length_49689_cov_31.336319	17000	18000	1000	208863	209
NODE_450_length_49689_cov_31.336319	18000	19000	1000	202262	202
NODE_450_length_49689_cov_31.336319	19000	20000	1000	204020	204
NODE_450_length_49689_cov_31.336319	20000	21000	1000	197736	198
NODE_450_length_49689_cov_31.336319	21000	22000	1000	186910	187
NODE_450_length_49689_cov_31.336319	22000	23000	1000	197420	197
NODE_450_length_49689_cov_31.336319	23000	24000	1000	265164	265
NODE_450_length_49689_cov_31.336319	24000	25000	1000	198750	199
NODE_450_length_49689_cov_31.336319	25000	26000	1000	228332	228
NODE_450_length_49689_cov_31.336319	26000	27000	1000	214007	214
NODE_450_length_49689_cov_31.336319	27000	28000	1000	195030	195
NODE_450_length_49689_cov_31.336319	28000	29000	1000	224914	225
NODE_450_length_49689_cov_31.336319	29000	30000	1000	251236	251
NODE_450_length_49689_cov_31.336319	30000	31000	1000	217010	217
NODE_450_length_49689_cov_31.336319	31000	32000	1000	167493	167
NODE_450_length_49689_cov_31.336319	32000	33000	1000	197788	198
NODE_450_length_49689_cov_31.336319	33000	34000	1000	212459	212
NODE_450_length_49689_cov_31.336319	34000	35000	1000	219170	219
NODE_450_length_49689_cov_31.336319	35000	36000	1000	219862	220
NODE_450_length_49689_cov_31.336319	36000	37000	1000	221434	221
NODE_450_length_49689_cov_31.336319	37000	38000	1000	224675	225
NODE_450_length_49689_cov_31.336319	38000	39000	1000	216272	216
NODE_450_length_49689_cov_31.336319	39000	40000	1000	214041	214
NODE_450_length_49689_cov_31.336319	40000	41000	1000	213470	213
NODE_450_length_49689_cov_31.336319	41000	42000	1000	213385	213
NODE_450_length_49689_cov_31.336319	42000	43000	1000	231892	232
NODE_450_length_49689_cov_31.336319	43000	44000	1000	201727	202
NODE_450_length_49689_cov_31.336319	44000	45000	1000	200549	201
NODE_450_length_49689_cov_31.336319	45000	46000	1000	187383	187
NODE_450_length_49689_cov_31.336319	46000	47000	1000	202390	202
NODE_450_length_49689_cov_31.336319	47000	48000	1000	226533	227
NODE_450_length_49689_cov_31.336319	48000	49000	1000	266327	266
NODE_450_length_49689_cov_31.336319	49000	49689	689	143959	209
NODE_4526_length_8176_cov_28.956231	0	1000	1000	205612	206
NODE_4526_length_8176_cov_28.956231	1000	2000	1000	217536	218
NODE_4526_length_8176_cov_28.956231	2000	3000	1000	201720	202
NODE_4526_length_8176_cov_28.956231	3000	4000	1000	203079	203
NODE_4526_length_8176_cov_28.956231	4000	5000	1000	214239	214
NODE_4526_length_8176_cov_28.956231	5000	6000	1000	215193	215
NODE_4526_length_8176_cov_28.956231	6000	7000	1000	209073	209
NODE_4526_length_8176_cov_28.956231	7000	8000	1000	178324	178
NODE_4526_length_8176_cov_28.956231	8000	8176	176	27395	156
NODE_4561_length_8136_cov_56.094081	0	1000	1000	2387232	2387
NODE_4561_length_8136_cov_56.094081	1000	2000	1000	208166	208
NODE_4561_length_8136_cov_56.094081	2000	3000	1000	198489	198
NODE_4561_length_8136_cov_56.094081	3000	4000	1000	219604	220
NODE_4561_length_8136_cov_56.094081	4000	5000	1000	203125	203
NODE_4561_length_8136_cov_56.094081	5000	6000	1000	200449	200
NODE_4561_length_8136_cov_56.094081	6000	7000	1000	199228	199
NODE_4561_length_8136_cov_56.094081	7000	8000	1000	231571	232
NODE_4561_length_8136_cov_56.094081	8000	8136	136	24390	179
NODE_457_length_49267_cov_29.432928	0	1000	1000	196810	197
NODE_457_length_49267_cov_29.432928	1000	2000	1000	196434	196
NODE_457_length_49267_cov_29.432928	2000	3000	1000	208815	209
NODE_457_length_49267_cov_29.432928	3000	4000	1000	200700	201
NODE_457_length_49267_cov_29.432928	4000	5000	1000	230648	231
NODE_457_length_49267_cov_29.432928	5000	6000	1000	218339	218
NODE_457_length_49267_cov_29.432928	6000	7000	1000	218106	218
NODE_457_length_49267_cov_29.432928	7000	8000	1000	219295	219
NODE_457_length_49267_cov_29.432928	8000	9000	1000	226816	227
NODE_457_length_49267_cov_29.432928	9000	10000	1000	232315	232
NODE_457_length_49267_cov_29.432928	10000	11000	1000	211973	212
NODE_457_length_49267_cov_29.432928	11000	12000	1000	212973	213
NODE_457_length_49267_cov_29.432928	12000	13000	1000	217085	217
NODE_457_length_49267_cov_29.432928	13000	14000	1000	219254	219
NODE_457_length_49267_cov_29.432928	14000	15000	1000	227559	228
NODE_457_length_49267_cov_29.432928	15000	16000	1000	220603	221
NODE_457_length_49267_cov_29.432928	16000	17000	1000	203753	204
NODE_457_length_49267_cov_29.432928	17000	18000	1000	212669	213
NODE_457_length_49267_cov_29.432928	18000	19000	1000	216052	216
NODE_457_length_49267_cov_29.432928	19000	20000	1000	235176	235
NODE_457_length_49267_cov_29.432928	20000	21000	1000	226059	226
NODE_457_length_49267_cov_29.432928	21000	22000	1000	218316	218
NODE_457_length_49267_cov_29.432928	22000	23000	1000	212775	213
NODE_457_length_49267_cov_29.432928	23000	24000	1000	211099	211
NODE_457_length_49267_cov_29.432928	24000	25000	1000	200660	201
NODE_457_length_49267_cov_29.432928	25000	26000	1000	203498	203
NODE_457_length_49267_cov_29.432928	26000	27000	1000	218339	218
NODE_457_length_49267_cov_29.432928	27000	28000	1000	193590	194
NODE_457_length_49267_cov_29.432928	28000	29000	1000	207103	207
NODE_457_length_49267_cov_29.432928	29000	30000	1000	208788	209
NODE_457_length_49267_cov_29.432928	30000	31000	1000	197111	197
NODE_457_length_49267_cov_29.432928	31000	32000	1000	194705	195
NODE_457_length_49267_cov_29.432928	32000	33000	1000	211289	211
NODE_457_length_49267_cov_29.432928	33000	34000	1000	193911	194
NODE_457_length_49267_cov_29.432928	34000	35000	1000	206765	207
NODE_457_length_49267_cov_29.432928	35000	36000	1000	210552	211
NODE_457_length_49267_cov_29.432928	36000	37000	1000	221528	222
NODE_457_length_49267_cov_29.432928	37000	38000	1000	204943	205
NODE_457_length_49267_cov_29.432928	38000	39000	1000	222744	223
NODE_457_length_49267_cov_29.432928	39000	40000	1000	214964	215
NODE_457_length_49267_cov_29.432928	40000	41000	1000	219526	220
NODE_457_length_49267_cov_29.432928	41000	42000	1000	221772	222
NODE_457_length_49267_cov_29.432928	42000	43000	1000	158855	159
NODE_457_length_49267_cov_29.432928	43000	44000	1000	205571	206
NODE_457_length_49267_cov_29.432928	44000	45000	1000	197340	197
NODE_457_length_49267_cov_29.432928	45000	46000	1000	119681	120
NODE_457_length_49267_cov_29.432928	46000	47000	1000	222968	223
NODE_457_length_49267_cov_29.432928	47000	48000	1000	221807	222
NODE_457_length_49267_cov_29.432928	48000	49000	1000	212750	213
NODE_457_length_49267_cov_29.432928	49000	49267	267	57308	215
NODE_4625_length_8044_cov_30.065045	0	1000	1000	199757	200
NODE_4625_length_8044_cov_30.065045	1000	2000	1000	205077	205
NODE_4625_length_8044_cov_30.065045	2000	3000	1000	207669	208
NODE_4625_length_8044_cov_30.065045	3000	4000	1000	208569	209
NODE_4625_length_8044_cov_30.065045	4000	5000	1000	220228	220
NODE_4625_length_8044_cov_30.065045	5000	6000	1000	221159	221
NODE_4625_length_8044_cov_30.065045	6000	7000	1000	211847	212
NODE_4625_length_8044_cov_30.065045	7000	8000	1000	225084	225
NODE_4625_length_8044_cov_30.065045	8000	8044	44	6935	158
NODE_463_length_48670_cov_29.771721	0	1000	1000	204881	205
NODE_463_length_48670_cov_29.771721	1000	2000	1000	206307	206
NODE_463_length_48670_cov_29.771721	2000	3000	1000	219891	220
NODE_463_length_48670_cov_29.771721	3000	4000	1000	203270	203
NODE_463_length_48670_cov_29.771721	4000	5000	1000	209597	210
NODE_463_length_48670_cov_29.771721	5000	6000	1000	227937	228
NODE_463_length_48670_cov_29.771721	6000	7000	1000	245491	245
NODE_463_length_48670_cov_29.771721	7000	8000	1000	238607	239
NODE_463_length_48670_cov_29.771721	8000	9000	1000	201488	201
NODE_463_length_48670_cov_29.771721	9000	10000	1000	218474	218
NODE_463_length_48670_cov_29.771721	10000	11000	1000	192462	192
NODE_463_length_48670_cov_29.771721	11000	12000	1000	164332	164
NODE_463_length_48670_cov_29.771721	12000	13000	1000	217461	217
NODE_463_length_48670_cov_29.771721	13000	14000	1000	215892	216
NODE_463_length_48670_cov_29.771721	14000	15000	1000	224884	225
NODE_463_length_48670_cov_29.771721	15000	16000	1000	207755	208
NODE_463_length_48670_cov_29.771721	16000	17000	1000	201018	201
NODE_463_length_48670_cov_29.771721	17000	18000	1000	202764	203
NODE_463_length_48670_cov_29.771721	18000	19000	1000	222841	223
NODE_463_length_48670_cov_29.771721	19000	20000	1000	204547	205
NODE_463_length_48670_cov_29.771721	20000	21000	1000	198001	198
NODE_463_length_48670_cov_29.771721	21000	22000	1000	209631	210
NODE_463_length_48670_cov_29.771721	22000	23000	1000	212243	212
NODE_463_length_48670_cov_29.771721	23000	24000	1000	202727	203
NODE_463_length_48670_cov_29.771721	24000	25000	1000	214921	215
NODE_463_length_48670_cov_29.771721	25000	26000	1000	192996	193
NODE_463_length_48670_cov_29.771721	26000	27000	1000	205833	206
NODE_463_length_48670_cov_29.771721	27000	28000	1000	212092	212
NODE_463_length_48670_cov_29.771721	28000	29000	1000	236071	236
NODE_463_length_48670_cov_29.771721	29000	30000	1000	197704	198
NODE_463_length_48670_cov_29.771721	30000	31000	1000	213320	213
NODE_463_length_48670_cov_29.771721	31000	32000	1000	336388	336
NODE_463_length_48670_cov_29.771721	32000	33000	1000	316814	317
NODE_463_length_48670_cov_29.771721	33000	34000	1000	1550661	1551
NODE_463_length_48670_cov_29.771721	34000	35000	1000	931247	931
NODE_463_length_48670_cov_29.771721	35000	36000	1000	212414	212
NODE_463_length_48670_cov_29.771721	36000	37000	1000	210062	210
NODE_463_length_48670_cov_29.771721	37000	38000	1000	201071	201
NODE_463_length_48670_cov_29.771721	38000	39000	1000	194169	194
NODE_463_length_48670_cov_29.771721	39000	40000	1000	199730	200
NODE_463_length_48670_cov_29.771721	40000	41000	1000	204166	204
NODE_463_length_48670_cov_29.771721	41000	42000	1000	209307	209
NODE_463_length_48670_cov_29.771721	42000	43000	1000	213899	214
NODE_463_length_48670_cov_29.771721	43000	44000	1000	194297	194
NODE_463_length_48670_cov_29.771721	44000	45000	1000	205238	205
NODE_463_length_48670_cov_29.771721	45000	46000	1000	202363	202
NODE_463_length_48670_cov_29.771721	46000	47000	1000	201238	201
NODE_463_length_48670_cov_29.771721	47000	48000	1000	208613	209
NODE_463_length_48670_cov_29.771721	48000	48670	670	137142	205
NODE_464_length_48533_cov_32.431994	0	1000	1000	225334	225
NODE_464_length_48533_cov_32.431994	1000	2000	1000	199525	200
NODE_464_length_48533_cov_32.431994	2000	3000	1000	196245	196
NODE_464_length_48533_cov_32.431994	3000	4000	1000	209035	209
NODE_464_length_48533_cov_32.431994	4000	5000	1000	221352	221
NODE_464_length_48533_cov_32.431994	5000	6000	1000	224874	225
NODE_464_length_48533_cov_32.431994	6000	7000	1000	211473	211
NODE_464_length_48533_cov_32.431994	7000	8000	1000	208334	208
NODE_464_length_48533_cov_32.431994	8000	9000	1000	216431	216
NODE_464_length_48533_cov_32.431994	9000	10000	1000	255436	255
NODE_464_length_48533_cov_32.431994	10000	11000	1000	212025	212
NODE_464_length_48533_cov_32.431994	11000	12000	1000	214949	215
NODE_464_length_48533_cov_32.431994	12000	13000	1000	209838	210
NODE_464_length_48533_cov_32.431994	13000	14000	1000	222251	222
NODE_464_length_48533_cov_32.431994	14000	15000	1000	211475	211
NODE_464_length_48533_cov_32.431994	15000	16000	1000	213217	213
NODE_464_length_48533_cov_32.431994	16000	17000	1000	221378	221
NODE_464_length_48533_cov_32.431994	17000	18000	1000	224510	225
NODE_464_length_48533_cov_32.431994	18000	19000	1000	210231	210
NODE_464_length_48533_cov_32.431994	19000	20000	1000	230259	230
NODE_464_length_48533_cov_32.431994	20000	21000	1000	208489	208
NODE_464_length_48533_cov_32.431994	21000	22000	1000	318110	318
NODE_464_length_48533_cov_32.431994	22000	23000	1000	280880	281
NODE_464_length_48533_cov_32.431994	23000	24000	1000	374842	375
NODE_464_length_48533_cov_32.431994	24000	25000	1000	346780	347
NODE_464_length_48533_cov_32.431994	25000	26000	1000	200946	201
NODE_464_length_48533_cov_32.431994	26000	27000	1000	237026	237
NODE_464_length_48533_cov_32.431994	27000	28000	1000	227371	227
NODE_464_length_48533_cov_32.431994	28000	29000	1000	201636	202
NODE_464_length_48533_cov_32.431994	29000	30000	1000	227536	228
NODE_464_length_48533_cov_32.431994	30000	31000	1000	218436	218
NODE_464_length_48533_cov_32.431994	31000	32000	1000	209319	209
NODE_464_length_48533_cov_32.431994	32000	33000	1000	210668	211
NODE_464_length_48533_cov_32.431994	33000	34000	1000	219419	219
NODE_464_length_48533_cov_32.431994	34000	35000	1000	237589	238
NODE_464_length_48533_cov_32.431994	35000	36000	1000	211361	211
NODE_464_length_48533_cov_32.431994	36000	37000	1000	224717	225
NODE_464_length_48533_cov_32.431994	37000	38000	1000	210760	211
NODE_464_length_48533_cov_32.431994	38000	39000	1000	215729	216
NODE_464_length_48533_cov_32.431994	39000	40000	1000	195489	195
NODE_464_length_48533_cov_32.431994	40000	41000	1000	204210	204
NODE_464_length_48533_cov_32.431994	41000	42000	1000	229446	229
NODE_464_length_48533_cov_32.431994	42000	43000	1000	181455	181
NODE_464_length_48533_cov_32.431994	43000	44000	1000	231858	232
NODE_464_length_48533_cov_32.431994	44000	45000	1000	228261	228
NODE_464_length_48533_cov_32.431994	45000	46000	1000	400104	400
NODE_464_length_48533_cov_32.431994	46000	47000	1000	660076	660
NODE_464_length_48533_cov_32.431994	47000	48000	1000	810040	810
NODE_464_length_48533_cov_32.431994	48000	48533	533	344657	647
NODE_4659_length_7969_cov_29.066047	0	1000	1000	238927	239
NODE_4659_length_7969_cov_29.066047	1000	2000	1000	195039	195
NODE_4659_length_7969_cov_29.066047	2000	3000	1000	199630	200
NODE_4659_length_7969_cov_29.066047	3000	4000	1000	204738	205
NODE_4659_length_7969_cov_29.066047	4000	5000	1000	210870	211
NODE_4659_length_7969_cov_29.066047	5000	6000	1000	215534	216
NODE_4659_length_7969_cov_29.066047	6000	7000	1000	204967	205
NODE_4659_length_7969_cov_29.066047	7000	7969	969	208656	215
NODE_470_length_47972_cov_30.211174	0	1000	1000	193244	193
NODE_470_length_47972_cov_30.211174	1000	2000	1000	211377	211
NODE_470_length_47972_cov_30.211174	2000	3000	1000	202225	202
NODE_470_length_47972_cov_30.211174	3000	4000	1000	214784	215
NODE_470_length_47972_cov_30.211174	4000	5000	1000	200625	201
NODE_470_length_47972_cov_30.211174	5000	6000	1000	211434	211
NODE_470_length_47972_cov_30.211174	6000	7000	1000	219925	220
NODE_470_length_47972_cov_30.211174	7000	8000	1000	233032	233
NODE_470_length_47972_cov_30.211174	8000	9000	1000	223116	223
NODE_470_length_47972_cov_30.211174	9000	10000	1000	202618	203
NODE_470_length_47972_cov_30.211174	10000	11000	1000	209245	209
NODE_470_length_47972_cov_30.211174	11000	12000	1000	202103	202
NODE_470_length_47972_cov_30.211174	12000	13000	1000	224592	225
NODE_470_length_47972_cov_30.211174	13000	14000	1000	210739	211
NODE_470_length_47972_cov_30.211174	14000	15000	1000	220198	220
NODE_470_length_47972_cov_30.211174	15000	16000	1000	220873	221
NODE_470_length_47972_cov_30.211174	16000	17000	1000	227028	227
NODE_470_length_47972_cov_30.211174	17000	18000	1000	232060	232
NODE_470_length_47972_cov_30.211174	18000	19000	1000	216965	217
NODE_470_length_47972_cov_30.211174	19000	20000	1000	231664	232
NODE_470_length_47972_cov_30.211174	20000	21000	1000	203056	203
NODE_470_length_47972_cov_30.211174	21000	22000	1000	200736	201
NODE_470_length_47972_cov_30.211174	22000	23000	1000	198539	199
NODE_470_length_47972_cov_30.211174	23000	24000	1000	205719	206
NODE_470_length_47972_cov_30.211174	24000	25000	1000	217673	218
NODE_470_length_47972_cov_30.211174	25000	26000	1000	226786	227
NODE_470_length_47972_cov_30.211174	26000	27000	1000	235544	236
NODE_470_length_47972_cov_30.211174	27000	28000	1000	190594	191
NODE_470_length_47972_cov_30.211174	28000	29000	1000	230327	230
NODE_470_length_47972_cov_30.211174	29000	30000	1000	220979	221
NODE_470_length_47972_cov_30.211174	30000	31000	1000	221888	222
NODE_470_length_47972_cov_30.211174	31000	32000	1000	206164	206
NODE_470_length_47972_cov_30.211174	32000	33000	1000	218881	219
NODE_470_length_47972_cov_30.211174	33000	34000	1000	210786	211
NODE_470_length_47972_cov_30.211174	34000	35000	1000	211522	212
NODE_470_length_47972_cov_30.211174	35000	36000	1000	203952	204
NODE_470_length_47972_cov_30.211174	36000	37000	1000	183141	183
NODE_470_length_47972_cov_30.211174	37000	38000	1000	210400	210
NODE_470_length_47972_cov_30.211174	38000	39000	1000	222428	222
NODE_470_length_47972_cov_30.211174	39000	40000	1000	209641	210
NODE_470_length_47972_cov_30.211174	40000	41000	1000	207312	207
NODE_470_length_47972_cov_30.211174	41000	42000	1000	225828	226
NODE_470_length_47972_cov_30.211174	42000	43000	1000	230026	230
NODE_470_length_47972_cov_30.211174	43000	44000	1000	223914	224
NODE_470_length_47972_cov_30.211174	44000	45000	1000	211417	211
NODE_470_length_47972_cov_30.211174	45000	46000	1000	200790	201
NODE_470_length_47972_cov_30.211174	46000	47000	1000	207132	207
NODE_470_length_47972_cov_30.211174	47000	47972	972	182970	188
NODE_473_length_47857_cov_29.025678	0	1000	1000	205771	206
NODE_473_length_47857_cov_29.025678	1000	2000	1000	197531	198
NODE_473_length_47857_cov_29.025678	2000	3000	1000	190928	191
NODE_473_length_47857_cov_29.025678	3000	4000	1000	203008	203
NODE_473_length_47857_cov_29.025678	4000	5000	1000	233529	234
NODE_473_length_47857_cov_29.025678	5000	6000	1000	216216	216
NODE_473_length_47857_cov_29.025678	6000	7000	1000	232012	232
NODE_473_length_47857_cov_29.025678	7000	8000	1000	209546	210
NODE_473_length_47857_cov_29.025678	8000	9000	1000	146798	147
NODE_473_length_47857_cov_29.025678	9000	10000	1000	218254	218
NODE_473_length_47857_cov_29.025678	10000	11000	1000	156709	157
NODE_473_length_47857_cov_29.025678	11000	12000	1000	216688	217
NODE_473_length_47857_cov_29.025678	12000	13000	1000	196392	196
NODE_473_length_47857_cov_29.025678	13000	14000	1000	185697	186
NODE_473_length_47857_cov_29.025678	14000	15000	1000	214248	214
NODE_473_length_47857_cov_29.025678	15000	16000	1000	205918	206
NODE_473_length_47857_cov_29.025678	16000	17000	1000	205045	205
NODE_473_length_47857_cov_29.025678	17000	18000	1000	211014	211
NODE_473_length_47857_cov_29.025678	18000	19000	1000	212985	213
NODE_473_length_47857_cov_29.025678	19000	20000	1000	207550	208
NODE_473_length_47857_cov_29.025678	20000	21000	1000	216810	217
NODE_473_length_47857_cov_29.025678	21000	22000	1000	206592	207
NODE_473_length_47857_cov_29.025678	22000	23000	1000	196981	197
NODE_473_length_47857_cov_29.025678	23000	24000	1000	197538	198
NODE_473_length_47857_cov_29.025678	24000	25000	1000	165576	166
NODE_473_length_47857_cov_29.025678	25000	26000	1000	208649	209
NODE_473_length_47857_cov_29.025678	26000	27000	1000	214407	214
NODE_473_length_47857_cov_29.025678	27000	28000	1000	199789	200
NODE_473_length_47857_cov_29.025678	28000	29000	1000	207998	208
NODE_473_length_47857_cov_29.025678	29000	30000	1000	207955	208
NODE_473_length_47857_cov_29.025678	30000	31000	1000	189701	190
NODE_473_length_47857_cov_29.025678	31000	32000	1000	214352	214
NODE_473_length_47857_cov_29.025678	32000	33000	1000	199401	199
NODE_473_length_47857_cov_29.025678	33000	34000	1000	217235	217
NODE_473_length_47857_cov_29.025678	34000	35000	1000	205910	206
NODE_473_length_47857_cov_29.025678	35000	36000	1000	213684	214
NODE_473_length_47857_cov_29.025678	36000	37000	1000	203305	203
NODE_473_length_47857_cov_29.025678	37000	38000	1000	201171	201
NODE_473_length_47857_cov_29.025678	38000	39000	1000	211453	211
NODE_473_length_47857_cov_29.025678	39000	40000	1000	205381	205
NODE_473_length_47857_cov_29.025678	40000	41000	1000	205972	206
NODE_473_length_47857_cov_29.025678	41000	42000	1000	217619	218
NODE_473_length_47857_cov_29.025678	42000	43000	1000	220893	221
NODE_473_length_47857_cov_29.025678	43000	44000	1000	205644	206
NODE_473_length_47857_cov_29.025678	44000	45000	1000	209672	210
NODE_473_length_47857_cov_29.025678	45000	46000	1000	217505	218
NODE_473_length_47857_cov_29.025678	46000	47000	1000	221883	222
NODE_473_length_47857_cov_29.025678	47000	47857	857	177102	207
NODE_480_length_47621_cov_31.147443	0	1000	1000	323156	323
NODE_480_length_47621_cov_31.147443	1000	2000	1000	195039	195
NODE_480_length_47621_cov_31.147443	2000	3000	1000	211846	212
NODE_480_length_47621_cov_31.147443	3000	4000	1000	215017	215
NODE_480_length_47621_cov_31.147443	4000	5000	1000	211254	211
NODE_480_length_47621_cov_31.147443	5000	6000	1000	201852	202
NODE_480_length_47621_cov_31.147443	6000	7000	1000	202954	203
NODE_480_length_47621_cov_31.147443	7000	8000	1000	217879	218
NODE_480_length_47621_cov_31.147443	8000	9000	1000	214804	215
NODE_480_length_47621_cov_31.147443	9000	10000	1000	213810	214
NODE_480_length_47621_cov_31.147443	10000	11000	1000	196445	196
NODE_480_length_47621_cov_31.147443	11000	12000	1000	208490	208
NODE_480_length_47621_cov_31.147443	12000	13000	1000	211206	211
NODE_480_length_47621_cov_31.147443	13000	14000	1000	205199	205
NODE_480_length_47621_cov_31.147443	14000	15000	1000	199926	200
NODE_480_length_47621_cov_31.147443	15000	16000	1000	203568	204
NODE_480_length_47621_cov_31.147443	16000	17000	1000	209818	210
NODE_480_length_47621_cov_31.147443	17000	18000	1000	217458	217
NODE_480_length_47621_cov_31.147443	18000	19000	1000	214674	215
NODE_480_length_47621_cov_31.147443	19000	20000	1000	227847	228
NODE_480_length_47621_cov_31.147443	20000	21000	1000	217381	217
NODE_480_length_47621_cov_31.147443	21000	22000	1000	217153	217
NODE_480_length_47621_cov_31.147443	22000	23000	1000	204419	204
NODE_480_length_47621_cov_31.147443	23000	24000	1000	221683	222
NODE_480_length_47621_cov_31.147443	24000	25000	1000	227859	228
NODE_480_length_47621_cov_31.147443	25000	26000	1000	237660	238
NODE_480_length_47621_cov_31.147443	26000	27000	1000	229691	230
NODE_480_length_47621_cov_31.147443	27000	28000	1000	212533	213
NODE_480_length_47621_cov_31.147443	28000	29000	1000	201071	201
NODE_480_length_47621_cov_31.147443	29000	30000	1000	210745	211
NODE_480_length_47621_cov_31.147443	30000	31000	1000	217058	217
NODE_480_length_47621_cov_31.147443	31000	32000	1000	212703	213
NODE_480_length_47621_cov_31.147443	32000	33000	1000	202776	203
NODE_480_length_47621_cov_31.147443	33000	34000	1000	205749	206
NODE_480_length_47621_cov_31.147443	34000	35000	1000	202049	202
NODE_480_length_47621_cov_31.147443	35000	36000	1000	216032	216
NODE_480_length_47621_cov_31.147443	36000	37000	1000	228626	229
NODE_480_length_47621_cov_31.147443	37000	38000	1000	183389	183
NODE_480_length_47621_cov_31.147443	38000	39000	1000	213799	214
NODE_480_length_47621_cov_31.147443	39000	40000	1000	220619	221
NODE_480_length_47621_cov_31.147443	40000	41000	1000	216459	216
NODE_480_length_47621_cov_31.147443	41000	42000	1000	231222	231
NODE_480_length_47621_cov_31.147443	42000	43000	1000	231171	231
NODE_480_length_47621_cov_31.147443	43000	44000	1000	239552	240
NODE_480_length_47621_cov_31.147443	44000	45000	1000	209580	210
NODE_480_length_47621_cov_31.147443	45000	46000	1000	201605	202
NODE_480_length_47621_cov_31.147443	46000	47000	1000	204527	205
NODE_480_length_47621_cov_31.147443	47000	47621	621	126845	204
NODE_482_length_47555_cov_29.182004	0	1000	1000	184781	185
NODE_482_length_47555_cov_29.182004	1000	2000	1000	213789	214
NODE_482_length_47555_cov_29.182004	2000	3000	1000	205431	205
NODE_482_length_47555_cov_29.182004	3000	4000	1000	211783	212
NODE_482_length_47555_cov_29.182004	4000	5000	1000	204387	204
NODE_482_length_47555_cov_29.182004	5000	6000	1000	206600	207
NODE_482_length_47555_cov_29.182004	6000	7000	1000	199709	200
NODE_482_length_47555_cov_29.182004	7000	8000	1000	209984	210
NODE_482_length_47555_cov_29.182004	8000	9000	1000	218861	219
NODE_482_length_47555_cov_29.182004	9000	10000	1000	219269	219
NODE_482_length_47555_cov_29.182004	10000	11000	1000	222948	223
NODE_482_length_47555_cov_29.182004	11000	12000	1000	198999	199
NODE_482_length_47555_cov_29.182004	12000	13000	1000	211784	212
NODE_482_length_47555_cov_29.182004	13000	14000	1000	232180	232
NODE_482_length_47555_cov_29.182004	14000	15000	1000	222343	222
NODE_482_length_47555_cov_29.182004	15000	16000	1000	206258	206
NODE_482_length_47555_cov_29.182004	16000	17000	1000	200264	200
NODE_482_length_47555_cov_29.182004	17000	18000	1000	207114	207
NODE_482_length_47555_cov_29.182004	18000	19000	1000	203702	204
NODE_482_length_47555_cov_29.182004	19000	20000	1000	200431	200
NODE_482_length_47555_cov_29.182004	20000	21000	1000	220037	220
NODE_482_length_47555_cov_29.182004	21000	22000	1000	210391	210
NODE_482_length_47555_cov_29.182004	22000	23000	1000	215051	215
NODE_482_length_47555_cov_29.182004	23000	24000	1000	191942	192
NODE_482_length_47555_cov_29.182004	24000	25000	1000	172523	173
NODE_482_length_47555_cov_29.182004	25000	26000	1000	208512	209
NODE_482_length_47555_cov_29.182004	26000	27000	1000	208898	209
NODE_482_length_47555_cov_29.182004	27000	28000	1000	224502	225
NODE_482_length_47555_cov_29.182004	28000	29000	1000	224921	225
