Contig Num_Genes Num_Blastp_hits 1st_Frq_hit 2nd_Frq_hit 1st_Frq_count 2nd_Frq_count 1st_Frq_% 2nd_Frq_%
NODE_426_length_51705_cov_29.772532 8 8 Marssonina Phialocephala 4 2 .50000000000000000000 .25000000000000000000
NODE_427_length_51592_cov_29.734970 13 13 Phialocephala Marssonina 8 4 .61538461538461538461 .30769230769230769230
NODE_429_length_51244_cov_34.197035 8 8 Phialocephala Marssonina 6 1 .75000000000000000000 .12500000000000000000
NODE_42_length_274535_cov_30.469398 83 81 Phialocephala Marssonina 52 13 .62650602409638554216 .15662650602409638554
NODE_430_length_51225_cov_30.462143 11 11 Phialocephala Glarea 6 3 .54545454545454545454 .27272727272727272727
NODE_432_length_50890_cov_33.143347 13 13 Xylona Rasamsonia 3 1 .23076923076923076923 .07692307692307692307
NODE_4330_length_8510_cov_30.725324 2 2 Phialocephala Phialocephala 2 2 1.00000000000000000000 1.00000000000000000000
NODE_4331_length_8510_cov_29.767591 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_434_length_50713_cov_29.799968 15 15 Phialocephala Marssonina 10 2 .66666666666666666666 .13333333333333333333
NODE_4362_length_8443_cov_30.463514 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_4371_length_8425_cov_34.489897 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_43885_length_1263_cov_293.096354 1 1 Pyrenophora Pyrenophora 1 1 1.00000000000000000000 1.00000000000000000000
NODE_4389_length_8394_cov_42.208499 1 1 Colletotrichum Colletotrichum 1 1 1.00000000000000000000 1.00000000000000000000
NODE_43_length_274169_cov_33.905830 68 68 Xylona Diplodia 7 5 .10294117647058823529 .07352941176470588235
NODE_440_length_50350_cov_32.507454 10 9 Phialocephala Marssonina 4 4 .40000000000000000000 .40000000000000000000
NODE_4438_length_8307_cov_29.984261 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_4450_length_8279_cov_579.071866 2 2 Phialocephala Epichloe 1 1 .50000000000000000000 .50000000000000000000
NODE_44_length_270593_cov_31.953435 58 55 Phialocephala Marssonina 24 16 .41379310344827586206 .27586206896551724137
NODE_450_length_49689_cov_31.336319 11 11 Phialocephala Marssonina 8 2 .72727272727272727272 .18181818181818181818
NODE_4525_length_8176_cov_30.075511 2 2 Phialocephala Arthroderma 1 1 .50000000000000000000 .50000000000000000000
NODE_4526_length_8176_cov_28.956231 2 2 Phialocephala Phialocephala 2 2 1.00000000000000000000 1.00000000000000000000
NODE_45584_length_1232_cov_86.375558 1 1 Fusarium Fusarium 1 1 1.00000000000000000000 1.00000000000000000000
NODE_4561_length_8136_cov_56.094081 3 3 Phialocephala Botryotinia 2 1 .66666666666666666666 .33333333333333333333
NODE_457_length_49267_cov_29.432928 13 13 Phialocephala Marssonina 8 3 .61538461538461538461 .23076923076923076923
NODE_45_length_268285_cov_33.144805 44 43 Aspergillus Alternaria 5 4 .11363636363636363636 .09090909090909090909
NODE_4625_length_8044_cov_30.065045 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_463_length_48670_cov_29.771721 8 8 Phialocephala Marssonina 4 1 .50000000000000000000 .12500000000000000000
NODE_464_length_48533_cov_32.431994 6 6 Phialocephala Marssonina 3 2 .50000000000000000000 .33333333333333333333
NODE_4659_length_7969_cov_29.066047 2 2 Phialocephala Phialocephala 2 2 1.00000000000000000000 1.00000000000000000000
NODE_4678_length_7944_cov_29.401889 3 3 Leptosphaeria Marssonina 2 1 .66666666666666666666 .33333333333333333333
NODE_46_length_267443_cov_36.043594 54 54 Xylona Coniosporium 4 3 .07407407407407407407 .05555555555555555555
NODE_470_length_47972_cov_30.211174 10 10 Phialocephala Marssonina 4 4 .40000000000000000000 .40000000000000000000
NODE_473_length_47857_cov_29.025678 9 9 Phialocephala Sclerotinia 4 1 .44444444444444444444 .11111111111111111111
NODE_4756_length_7853_cov_30.402351 2 2 Talaromyces Phialocephala 1 1 .50000000000000000000 .50000000000000000000
NODE_479_length_47632_cov_30.114749 5 5 Phialocephala Podospora 2 1 .40000000000000000000 .20000000000000000000
NODE_47_length_264806_cov_33.452902 54 54 Xylona Coniosporium 6 4 .11111111111111111111 .07407407407407407407
NODE_480_length_47621_cov_31.147443 5 5 Marssonina Sclerotinia 2 1 .40000000000000000000 .20000000000000000000
NODE_482_length_47555_cov_29.182004 11 11 Phialocephala Marssonina 5 3 .45454545454545454545 .27272727272727272727
NODE_48633_length_1179_cov_202.802434 1 1 Pyrenophora Pyrenophora 1 1 1.00000000000000000000 1.00000000000000000000
NODE_486_length_47211_cov_29.420106 13 12 Phialocephala Marssonina 3 3 .23076923076923076923 .23076923076923076923
NODE_48_length_255573_cov_30.410206 60 60 Phialocephala Marssonina 34 10 .56666666666666666666 .16666666666666666666
NODE_491_length_46944_cov_30.585869 10 10 Phialocephala Marssonina 5 3 .50000000000000000000 .30000000000000000000
NODE_492_length_46864_cov_31.083246 8 8 Phialocephala Marssonina 3 2 .37500000000000000000 .25000000000000000000
NODE_4933_length_7597_cov_22.349452 4 4 Phialocephala Marssonina 2 2 .50000000000000000000 .50000000000000000000
NODE_498_length_46397_cov_31.162252 5 5 Phialocephala Marssonina 3 2 .60000000000000000000 .40000000000000000000
NODE_49_length_250546_cov_30.001745 60 58 Phialocephala Glarea 39 6 .65000000000000000000 .10000000000000000000
NODE_4_length_1091948_cov_33.694573 266 261 Xylona Coniosporium 26 17 .09774436090225563909 .06390977443609022556
NODE_5021_length_7484_cov_33.987658 1 1 Talaromyces Talaromyces 1 1 1.00000000000000000000 1.00000000000000000000
NODE_503_length_46122_cov_39.200409 9 9 Ajellomyces Xylona 2 1 .22222222222222222222 .11111111111111111111
NODE_5047_length_7454_cov_37.951518 2 2 Phialocephala Phialocephala 2 2 1.00000000000000000000 1.00000000000000000000
NODE_504_length_45999_cov_29.913441 11 11 Phialocephala Marssonina 5 3 .45454545454545454545 .27272727272727272727
NODE_50660_length_1147_cov_32.227799 1 1 Pseudogymnoascus Pseudogymnoascus 1 1 1.00000000000000000000 1.00000000000000000000
NODE_5088_length_7411_cov_37.585616 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_508_length_45733_cov_30.532419 11 10 Phialocephala Glarea 6 2 .54545454545454545454 .18181818181818181818
NODE_5096_length_7398_cov_29.922465 1 1 Sclerotinia Sclerotinia 1 1 1.00000000000000000000 1.00000000000000000000
NODE_50_length_248972_cov_30.194466 45 45 Phialocephala Marssonina 24 10 .53333333333333333333 .22222222222222222222
NODE_510_length_45676_cov_31.275365 8 6 Phialocephala Glarea 2 2 .25000000000000000000 .25000000000000000000
NODE_5132_length_7360_cov_25.695406 2 1 Talaromyces Talaromyces 1 1 .50000000000000000000 .50000000000000000000
NODE_5154_length_7335_cov_60.283499 3 2 Purpureocillium Phialocephala 1 1 .33333333333333333333 .33333333333333333333
NODE_5175_length_7312_cov_32.666157 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_51_length_245906_cov_29.876995 45 45 Phialocephala Marssonina 23 9 .51111111111111111111 .20000000000000000000
NODE_521_length_45020_cov_31.680910 9 8 Phialocephala Glarea 7 1 .77777777777777777777 .11111111111111111111
NODE_5232_length_7228_cov_28.256569 1 1 Glarea Glarea 1 1 1.00000000000000000000 1.00000000000000000000
NODE_5246_length_7199_cov_29.718256 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_525_length_44863_cov_30.286535 8 8 Phialocephala Togninia 7 1 .87500000000000000000 .12500000000000000000
NODE_5269_length_7173_cov_35.638204 2 2 Marssonina Botryotinia 1 1 .50000000000000000000 .50000000000000000000
NODE_52_length_244037_cov_33.214278 54 52 Coniosporium Xylona 5 3 .09259259259259259259 .05555555555555555555
NODE_5304_length_7131_cov_26.661966 1 1 Marssonina Marssonina 1 1 1.00000000000000000000 1.00000000000000000000
NODE_533_length_44245_cov_350.582340 8 8 Rhynchosporium Glarea 2 2 .25000000000000000000 .25000000000000000000
NODE_536_length_44114_cov_40.399314 6 5 Tuber Talaromyces 1 1 .16666666666666666666 .16666666666666666666
NODE_5381_length_7050_cov_34.474420 1 1 Rhinocladiella Rhinocladiella 1 1 1.00000000000000000000 1.00000000000000000000
NODE_538_length_44061_cov_29.554084 9 9 Phialocephala Pseudogymnoascus 6 1 .66666666666666666666 .11111111111111111111
NODE_53_length_242722_cov_33.058311 49 48 Alternaria Paraphaeosphaeria 4 3 .08163265306122448979 .06122448979591836734
NODE_542_length_43915_cov_36.335883 10 10 Phialocephala Sclerotinia 6 1 .60000000000000000000 .10000000000000000000
NODE_5457_length_6959_cov_28.954439 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_548_length_43638_cov_30.356078 9 9 Phialocephala Marssonina 6 1 .66666666666666666666 .11111111111111111111
NODE_54_length_235166_cov_30.278233 41 40 Phialocephala Marssonina 21 8 .51219512195121951219 .19512195121951219512
NODE_553_length_43150_cov_29.728409 12 10 Phialocephala Glarea 5 4 .41666666666666666666 .33333333333333333333
NODE_556_length_43001_cov_29.970739 11 11 Marssonina Phialocephala 5 4 .45454545454545454545 .36363636363636363636
NODE_5572_length_6842_cov_22.899421 3 3 Phialocephala Marssonina 2 1 .66666666666666666666 .33333333333333333333
NODE_558_length_42921_cov_28.777902 9 8 Phialocephala Phialocephala 4 1 .44444444444444444444 .11111111111111111111
NODE_55_length_234724_cov_30.381445 50 49 Phialocephala Marssonina 26 11 .52000000000000000000 .22000000000000000000
NODE_5605_length_6805_cov_29.980131 1 1 Gaeumannomyces Gaeumannomyces 1 1 1.00000000000000000000 1.00000000000000000000
NODE_562_length_42582_cov_29.294766 4 4 Phialocephala Sclerotinia 2 1 .50000000000000000000 .25000000000000000000
NODE_563_length_42555_cov_31.783715 14 13 Phialocephala Sclerotinia 6 2 .42857142857142857142 .14285714285714285714
NODE_564_length_42554_cov_37.298942 4 4 Phialocephala Pyrenophora 2 1 .50000000000000000000 .25000000000000000000
NODE_566_length_42495_cov_39.923509 7 7 Rhinocladiella Phialocephala 1 1 .14285714285714285714 .14285714285714285714
NODE_568_length_42355_cov_52.587231 2 2 Zymoseptoria Xylona 1 1 .50000000000000000000 .50000000000000000000
NODE_56_length_232417_cov_33.047687 48 48 Xylona Aureobasidium 6 5 .12500000000000000000 .10416666666666666666
NODE_571_length_42252_cov_30.063905 15 13 Phialocephala Marssonina 6 2 .40000000000000000000 .13333333333333333333
NODE_573_length_42105_cov_31.641592 7 7 Phialocephala Marssonina 5 1 .71428571428571428571 .14285714285714285714
NODE_576_length_41959_cov_30.032594 10 10 Phialocephala Marssonina 5 2 .50000000000000000000 .20000000000000000000
NODE_57_length_231057_cov_33.393291 36 36 Xylona Togninia 3 2 .08333333333333333333 .05555555555555555555
NODE_580_length_41385_cov_34.260261 9 9 Phialocephala Phialocephala 9 9 1.00000000000000000000 1.00000000000000000000
NODE_5867_length_6524_cov_22.360362 1 1 Rhinocladiella Rhinocladiella 1 1 1.00000000000000000000 1.00000000000000000000
NODE_586_length_41066_cov_30.365987 8 8 Phialocephala Glarea 4 2 .50000000000000000000 .25000000000000000000
NODE_58_length_230004_cov_30.434763 61 59 Phialocephala Glarea 30 12 .49180327868852459016 .19672131147540983606
NODE_591_length_40910_cov_29.685997 8 8 Marssonina Phialocephala 4 3 .50000000000000000000 .37500000000000000000
NODE_592_length_40898_cov_30.278618 2 2 Phialocephala Penicillium 1 1 .50000000000000000000 .50000000000000000000
NODE_5960_length_6430_cov_613.553885 2 2 Rhynchosporium Phialocephala 1 1 .50000000000000000000 .50000000000000000000
NODE_5982_length_6408_cov_30.987613 1 1 Sclerotinia Sclerotinia 1 1 1.00000000000000000000 1.00000000000000000000
NODE_5989_length_6400_cov_20.527906 1 1 Rhinocladiella Rhinocladiella 1 1 1.00000000000000000000 1.00000000000000000000
NODE_59_length_225488_cov_34.729684 56 55 Xylona Aureobasidium 6 5 .10714285714285714285 .08928571428571428571
NODE_5_length_955146_cov_34.596150 203 203 Xylona Phialocephala 16 11 .07881773399014778325 .05418719211822660098
NODE_6011_length_6373_cov_71.669914 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_601_length_40505_cov_28.782963 7 6 Phialocephala Marssonina 4 1 .57142857142857142857 .14285714285714285714
NODE_6026_length_6362_cov_35.455927 1 0 N/A  1  1.00000000000000000000 
NODE_602_length_40419_cov_29.357869 14 14 Phialocephala Botryotinia 7 2 .50000000000000000000 .14285714285714285714
NODE_6032_length_6353_cov_28.353252 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_605_length_40221_cov_30.042508 7 7 Phialocephala Marssonina 6 1 .85714285714285714285 .14285714285714285714
NODE_609_length_40085_cov_34.528994 3 3 Phialocephala Exophiala 1 1 .33333333333333333333 .33333333333333333333
NODE_60_length_224314_cov_29.770404 59 59 Phialocephala Marssonina 24 14 .40677966101694915254 .23728813559322033898
NODE_6122_length_6260_cov_31.805497 2 2 Marssonina Ajellomyces 1 1 .50000000000000000000 .50000000000000000000
NODE_6136_length_6245_cov_29.516629 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_6154_length_6232_cov_29.330992 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_618_length_39776_cov_30.876037 4 4 Phialocephala Marssonina 2 1 .50000000000000000000 .25000000000000000000
NODE_6192_length_6203_cov_29.840118 1 0 N/A  1  1.00000000000000000000 
NODE_61_length_224034_cov_33.879083 47 47 Xylona Sphaerulina 5 3 .10638297872340425531 .06382978723404255319
NODE_6210_length_6179_cov_28.475115 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_623_length_39451_cov_33.315125 9 9 Phialocephala Marssonina 4 4 .44444444444444444444 .44444444444444444444
NODE_624_length_39437_cov_29.953898 7 6 Phialocephala Paraphaeosphaeria 3 1 .42857142857142857142 .14285714285714285714
NODE_6262_length_6130_cov_29.485629 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_627_length_39338_cov_29.404594 14 14 Phialocephala Marssonina 7 5 .50000000000000000000 .35714285714285714285
NODE_629_length_39135_cov_30.157595 8 8 Phialocephala Sclerotinia 5 1 .62500000000000000000 .12500000000000000000
NODE_62_length_223177_cov_30.389463 54 54 Phialocephala Marssonina 28 9 .51851851851851851851 .16666666666666666666
NODE_630_length_39120_cov_29.572253 5 5 Glarea Ochroconis 2 1 .40000000000000000000 .20000000000000000000
NODE_633_length_39038_cov_30.645953 3 2 Phialocephala Glarea 1 1 .33333333333333333333 .33333333333333333333
NODE_635_length_38985_cov_29.204378 3 3 Phialocephala Leptosphaeria 2 1 .66666666666666666666 .33333333333333333333
NODE_637_length_38829_cov_31.945762 10 10 Marssonina Phialocephala 5 4 .50000000000000000000 .40000000000000000000
NODE_639_length_38760_cov_30.474760 17 17 Phialocephala Glarea 7 4 .41176470588235294117 .23529411764705882352
NODE_63_length_221998_cov_33.977277 45 45 Coniosporium Endocarpon 6 4 .13333333333333333333 .08888888888888888888
NODE_643_length_38691_cov_29.527735 11 10 Phialocephala Marssonina 4 3 .36363636363636363636 .27272727272727272727
NODE_645_length_38544_cov_30.518487 9 9 Phialocephala Sclerotinia 7 1 .77777777777777777777 .11111111111111111111
NODE_6471_length_5946_cov_29.832734 1 1 Purpureocillium Purpureocillium 1 1 1.00000000000000000000 1.00000000000000000000
NODE_647_length_38471_cov_29.075730 7 7 Phialocephala Marssonina 4 1 .57142857142857142857 .14285714285714285714
NODE_64_length_220252_cov_30.275342 52 52 Phialocephala Marssonina 20 15 .38461538461538461538 .28846153846153846153
NODE_650_length_38340_cov_29.608229 4 4 Phialocephala Phialocephala 4 4 1.00000000000000000000 1.00000000000000000000
NODE_655_length_38117_cov_29.790138 5 5 Phialocephala Phialocephala 5 5 1.00000000000000000000 1.00000000000000000000
NODE_6580_length_5846_cov_27.588317 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_65941_length_966_cov_28.968421 1 1 Botryotinia Botryotinia 1 1 1.00000000000000000000 1.00000000000000000000
NODE_6598_length_5831_cov_30.073427 1 1 Pestalotiopsis Pestalotiopsis 1 1 1.00000000000000000000 1.00000000000000000000
NODE_659_length_37964_cov_30.473331 7 6 Phialocephala Zymoseptoria 5 1 .71428571428571428571 .14285714285714285714
NODE_65_length_216166_cov_29.777709 48 46 Phialocephala Marssonina 26 11 .54166666666666666666 .22916666666666666666
NODE_661_length_37858_cov_29.479535 7 7 Phialocephala Zymoseptoria 3 1 .42857142857142857142 .14285714285714285714
NODE_663_length_37754_cov_30.252583 10 10 Phialocephala Glarea 5 3 .50000000000000000000 .30000000000000000000
NODE_66_length_213993_cov_30.346649 58 53 Phialocephala Marssonina 29 11 .50000000000000000000 .18965517241379310344
NODE_671_length_37537_cov_34.305830 8 8 Phialocephala Marssonina 6 1 .75000000000000000000 .12500000000000000000
NODE_6724_length_5746_cov_28.906122 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_674_length_37347_cov_30.047884 5 4 Sclerotinia Phialocephala 1 1 .20000000000000000000 .20000000000000000000
NODE_6765_length_5703_cov_30.637160 2 1 Phialocephala Phialocephala 1 1 .50000000000000000000 .50000000000000000000
NODE_676_length_37113_cov_30.037322 2 2 Phialocephala Phialocephala 2 2 1.00000000000000000000 1.00000000000000000000
NODE_679_length_37054_cov_28.644967 4 4 Phialocephala Marssonina 3 1 .75000000000000000000 .25000000000000000000
NODE_67_length_212671_cov_30.220112 61 59 Phialocephala Marssonina 32 16 .52459016393442622950 .26229508196721311475
NODE_683_length_36989_cov_33.960356 8 7 Phialocephala Marssonina 4 2 .50000000000000000000 .25000000000000000000
NODE_6863_length_5631_cov_30.660688 1 1 Chaetomium Chaetomium 1 1 1.00000000000000000000 1.00000000000000000000
NODE_68_length_209520_cov_35.108138 60 60 Xylona Sphaerulina 7 3 .11666666666666666666 .05000000000000000000
NODE_69_length_208510_cov_30.030864 45 44 Phialocephala Marssonina 20 8 .44444444444444444444 .17777777777777777777
NODE_6_length_853683_cov_33.525800 197 194 Xylona Diplodia 24 11 .12182741116751269035 .05583756345177664974
NODE_701_length_36430_cov_29.464991 12 12 Marssonina Phialocephala 5 4 .41666666666666666666 .33333333333333333333
NODE_7069_length_5486_cov_31.160086 2 2 Glarea Beauveria 1 1 .50000000000000000000 .50000000000000000000
NODE_706_length_36315_cov_32.945559 6 6 Phialocephala Marssonina 4 2 .66666666666666666666 .33333333333333333333
NODE_707_length_36298_cov_30.245779 5 5 Phialocephala Phialocephala 5 5 1.00000000000000000000 1.00000000000000000000
NODE_70_length_208434_cov_33.491520 62 62 Glarea Xylona 5 4 .08064516129032258064 .06451612903225806451
NODE_710_length_36067_cov_32.855518 7 7 Phialocephala Marssonina 2 2 .28571428571428571428 .28571428571428571428
NODE_716_length_35627_cov_29.510249 6 6 Phialocephala Sclerotinia 4 1 .66666666666666666666 .16666666666666666666
NODE_718_length_35446_cov_29.288694 5 5 Phialocephala Marssonina 2 2 .40000000000000000000 .40000000000000000000
NODE_71_length_205053_cov_30.303393 45 43 Phialocephala Marssonina 25 8 .55555555555555555555 .17777777777777777777
NODE_720_length_35421_cov_34.087086 7 7 Phialocephala Neosartorya 1 1 .14285714285714285714 .14285714285714285714
NODE_72_length_202647_cov_30.642459 44 42 Phialocephala Marssonina 23 8 .52272727272727272727 .18181818181818181818
NODE_737_length_34885_cov_30.285990 11 11 Phialocephala Marssonina 8 2 .72727272727272727272 .18181818181818181818
NODE_739_length_34839_cov_33.264081 5 4 Phialocephala Marssonina 2 1 .40000000000000000000 .20000000000000000000
NODE_73_length_197859_cov_31.590484 50 49 Phialocephala Glarea 27 8 .54000000000000000000 .16000000000000000000
NODE_748_length_34488_cov_36.702650 6 6 Phialocephala Marssonina 3 2 .50000000000000000000 .33333333333333333333
NODE_749_length_34446_cov_30.167788 7 6 Phialocephala Marssonina 3 2 .42857142857142857142 .28571428571428571428
NODE_74_length_196432_cov_30.102725 52 52 Phialocephala Marssonina 24 12 .46153846153846153846 .23076923076923076923
NODE_752_length_34407_cov_32.025047 4 4 Phialocephala Marssonina 2 2 .50000000000000000000 .50000000000000000000
NODE_753_length_34384_cov_29.106294 8 8 Marssonina Sclerotinia 4 1 .50000000000000000000 .12500000000000000000
NODE_7542_length_5165_cov_30.102691 2 2 Aspergillus Aspergillus 2 2 1.00000000000000000000 1.00000000000000000000
NODE_756_length_34269_cov_30.403595 4 4 Phialocephala Leptosphaeria 2 1 .50000000000000000000 .25000000000000000000
NODE_757_length_34226_cov_32.340290 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_758_length_34222_cov_33.820263 6 6 Phialocephala Marssonina 4 2 .66666666666666666666 .33333333333333333333
NODE_759_length_34217_cov_34.193661 8 4 N/A Sclerotinia 4 1 .50000000000000000000 .12500000000000000000
NODE_75_length_182429_cov_33.695016 42 42 Xylona Coniosporium 4 4 .09523809523809523809 .09523809523809523809
NODE_761_length_34166_cov_29.820173 6 4 N/A Phialocephala 2 1 .33333333333333333333 .16666666666666666666
NODE_7637_length_5108_cov_29.258155 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_76_length_180842_cov_33.013169 36 36 Xylona Diplodia 6 3 .16666666666666666666 .08333333333333333333
NODE_771_length_33800_cov_35.168749 3 3 Rhinocladiella Paracoccidioides 1 1 .33333333333333333333 .33333333333333333333
NODE_775_length_33711_cov_31.080833 7 7 Phialocephala Marssonina 4 2 .57142857142857142857 .28571428571428571428
NODE_777_length_33651_cov_29.886345 5 5 Phialocephala Marssonina 3 1 .60000000000000000000 .20000000000000000000
NODE_77_length_180581_cov_33.646152 38 36 Aureobasidium Diplodia 5 4 .13157894736842105263 .10526315789473684210
NODE_7843_length_4995_cov_29.334152 1 1 Bipolaris Bipolaris 1 1 1.00000000000000000000 1.00000000000000000000
NODE_785_length_33306_cov_35.723723 8 8 Phialocephala Tuber 5 1 .62500000000000000000 .12500000000000000000
NODE_7865_length_4984_cov_83.074082 1 1 Exophiala Exophiala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_786_length_33251_cov_29.647888 13 13 Phialocephala Marssonina 7 3 .53846153846153846153 .23076923076923076923
NODE_78_length_176477_cov_35.036509 24 24 Phialocephala Glarea 3 3 .12500000000000000000 .12500000000000000000
NODE_791_length_33217_cov_30.395155 7 7 Phialocephala Marssonina 5 1 .71428571428571428571 .14285714285714285714
NODE_798_length_33092_cov_32.031776 4 4 Sclerotinia Marssonina 1 1 .25000000000000000000 .25000000000000000000
NODE_79_length_173420_cov_29.967515 45 45 Phialocephala Marssonina 25 11 .55555555555555555555 .24444444444444444444
NODE_7_length_836785_cov_33.523844 183 182 Xylona Coniosporium 17 10 .09289617486338797814 .05464480874316939890
NODE_8015_length_4901_cov_61.495616 1 1 Sclerotinia Sclerotinia 1 1 1.00000000000000000000 1.00000000000000000000
NODE_802_length_33015_cov_32.979699 7 7 Marssonina Phialocephala 3 1 .42857142857142857142 .14285714285714285714
NODE_8074_length_4869_cov_28.643968 1 1 Marssonina Marssonina 1 1 1.00000000000000000000 1.00000000000000000000
NODE_808_length_32867_cov_31.668641 5 5 Phialocephala Wickerhamomyces 3 1 .60000000000000000000 .20000000000000000000
NODE_80_length_172528_cov_29.580436 24 20 Phialocephala Marssonina 10 5 .41666666666666666666 .20833333333333333333
NODE_8117_length_4848_cov_27.845683 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_817_length_32610_cov_29.777932 9 8 Phialocephala Marssonina 3 2 .33333333333333333333 .22222222222222222222
NODE_819_length_32582_cov_30.855687 10 10 Phialocephala Sclerotinia 7 1 .70000000000000000000 .10000000000000000000
NODE_820_length_32574_cov_30.078181 5 5 Phialocephala Marssonina 4 1 .80000000000000000000 .20000000000000000000
NODE_8272_length_4755_cov_99.361111 1 1 Neurospora Neurospora 1 1 1.00000000000000000000 1.00000000000000000000
NODE_8295_length_4743_cov_43.221934 1 1 Botryotinia Botryotinia 1 1 1.00000000000000000000 1.00000000000000000000
NODE_82_length_170796_cov_30.492914 30 30 Phialocephala Marssonina 14 8 .46666666666666666666 .26666666666666666666
NODE_8304_length_4741_cov_59.033693 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_8378_length_4709_cov_28.505872 1 0 N/A  1  1.00000000000000000000 
NODE_83_length_170063_cov_33.224752 40 40 Xylona Diplodia 4 4 .10000000000000000000 .10000000000000000000
NODE_8412_length_4690_cov_320.317318 2 2 Marssonina Ganoderma 1 1 .50000000000000000000 .50000000000000000000
NODE_8419_length_4686_cov_64.252240 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_8483_length_4655_cov_29.194322 3 3 Ochroconis Ochroconis 3 3 1.00000000000000000000 1.00000000000000000000
NODE_84_length_169687_cov_30.395887 33 33 Phialocephala Marssonina 19 5 .57575757575757575757 .15151515151515151515
NODE_853_length_31720_cov_35.021861 8 8 Phialocephala Marssonina 3 3 .37500000000000000000 .37500000000000000000
NODE_857_length_31570_cov_29.800025 6 6 Glarea Rasamsonia 3 1 .50000000000000000000 .16666666666666666666
NODE_8598_length_4597_cov_24.793803 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_85_length_169542_cov_29.682827 42 42 Phialocephala Marssonina 24 9 .57142857142857142857 .21428571428571428571
NODE_860_length_31513_cov_30.070473 7 7 Phialocephala Marssonina 4 2 .57142857142857142857 .28571428571428571428
NODE_867_length_31351_cov_29.672247 3 3 Sclerotinia Glarea 2 1 .66666666666666666666 .33333333333333333333
NODE_8727_length_4547_cov_20.106402 1 1 Ochroconis Ochroconis 1 1 1.00000000000000000000 1.00000000000000000000
NODE_872_length_31066_cov_31.178000 7 5 Phialocephala Sclerotinia 2 1 .28571428571428571428 .14285714285714285714
NODE_877_length_30959_cov_28.913706 9 9 Phialocephala Marssonina 6 2 .66666666666666666666 .22222222222222222222
NODE_8841_length_4491_cov_110.372831 1 1 Ajellomyces Ajellomyces 1 1 1.00000000000000000000 1.00000000000000000000
NODE_88_length_158860_cov_32.138420 38 37 Phialocephala Marssonina 20 9 .52631578947368421052 .23684210526315789473
NODE_894_length_30535_cov_30.344826 4 4 Marssonina Phialocephala 2 1 .50000000000000000000 .25000000000000000000
NODE_895_length_30490_cov_29.083215 5 5 Phialocephala Talaromyces 3 1 .60000000000000000000 .20000000000000000000
NODE_898_length_30398_cov_29.806848 3 3 Marssonina Exophiala 1 1 .33333333333333333333 .33333333333333333333
NODE_89_length_156665_cov_30.769926 35 34 Phialocephala Glarea 21 7 .60000000000000000000 .20000000000000000000
NODE_8_length_683076_cov_34.789354 158 157 Xylona Phialocephala 12 9 .07594936708860759493 .05696202531645569620
NODE_9022_length_4415_cov_31.082714 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
NODE_909_length_30116_cov_29.951908 7 6 Phialocephala Sclerotinia 4 1 .57142857142857142857 .14285714285714285714
NODE_917_length_29864_cov_52.166135 4 4 Pseudocercospora Pseudallescheria 1 1 .25000000000000000000 .25000000000000000000
NODE_91_length_155046_cov_30.260180 38 35 Phialocephala Marssonina 20 6 .52631578947368421052 .15789473684210526315
NODE_9261_length_4317_cov_25.755112 1 1 Phialocephala Phialocephala 1 1 1.00000000000000000000 1.00000000000000000000
